Mutation_value,fitness_sums_GA_IRS
0.1,58365.35306474326
0.2,58418.20333724266
0.30000000000000004,60694.046431464194
0.4,56505.032777398665
0.5,56302.15339249493
0.6,55188.38077038522
0.7000000000000001,59456.372253194306
0.8,60451.680577832034
0.9,65838.24389065191
