Mutation_value,fitness_sums_GA_IRS
0.1,45943.300674434664
0.2,40651.709148828624
0.30000000000000004,39340.16492678815
0.4,40042.80858182024
0.5,38269.12463717637
0.6,40037.91677001605
0.7000000000000001,37046.85577545176
0.8,39624.35384248357
0.9,39888.232763928914
